RemoteID,ProgrammeId,ProgrammeName,GroupId,GroupName,Month,Year,MaleRatio,FemaleRatio
20148,338,BBC Radio Stoke Breakfast,23,Local Radio Breakfast,8,2021,48,52
2770,338,BBC Radio Stoke Breakfast,23,Local Radio Breakfast,12,2018,49,51
3150,338,BBC Radio Stoke Breakfast,23,Local Radio Breakfast,1,2019,48,52
3429,338,BBC Radio Stoke Breakfast,23,Local Radio Breakfast,2,2019,50,50
3927,338,BBC Radio Stoke Breakfast,23,Local Radio Breakfast,3,2019,52,48
4617,338,BBC Radio Stoke Breakfast,23,Local Radio Breakfast,4,2019,47,53
5077,338,BBC Radio Stoke Breakfast,23,Local Radio Breakfast,5,2019,48,52
5324,338,BBC Radio Stoke Breakfast,23,Local Radio Breakfast,6,2019,47,53
5716,338,BBC Radio Stoke Breakfast,23,Local Radio Breakfast,7,2019,44,56
6420,338,BBC Radio Stoke Breakfast,23,Local Radio Breakfast,8,2019,44,56
7033,338,BBC Radio Stoke Breakfast,23,Local Radio Breakfast,9,2019,48,52
7395,338,BBC Radio Stoke Breakfast,23,Local Radio Breakfast,10,2019,46,54
8005,338,BBC Radio Stoke Breakfast,23,Local Radio Breakfast,11,2019,48,52
8673,338,BBC Radio Stoke Breakfast,23,Local Radio Breakfast,12,2019,49,51
9316,338,BBC Radio Stoke Breakfast,23,Local Radio Breakfast,1,2020,48,52
9573,338,BBC Radio Stoke Breakfast,23,Local Radio Breakfast,2,2020,44,56
11830,338,BBC Radio Stoke Breakfast,23,Local Radio Breakfast,6,2020,49,51
12310,338,BBC Radio Stoke Breakfast,23,Local Radio Breakfast,7,2020,48,52
12689,338,BBC Radio Stoke Breakfast,23,Local Radio Breakfast,8,2020,47,53
13209,338,BBC Radio Stoke Breakfast,23,Local Radio Breakfast,9,2020,48,52
13703,338,BBC Radio Stoke Breakfast,23,Local Radio Breakfast,10,2020,49,51
14273,338,BBC Radio Stoke Breakfast,23,Local Radio Breakfast,11,2020,48,52
15002,338,BBC Radio Stoke Breakfast,23,Local Radio Breakfast,12,2020,49,51
15570,338,BBC Radio Stoke Breakfast,23,Local Radio Breakfast,1,2021,48,52
16217,338,BBC Radio Stoke Breakfast,23,Local Radio Breakfast,2,2021,49,51
17449,338,BBC Radio Stoke Breakfast,23,Local Radio Breakfast,4,2021,47,53
18630,338,BBC Radio Stoke Breakfast,23,Local Radio Breakfast,6,2021,49,51
19246,338,BBC Radio Stoke Breakfast,23,Local Radio Breakfast,7,2021,47,53
1946,338,BBC Radio Stoke Breakfast,23,Local Radio Breakfast,11,2018,47,53
1805,338,BBC Radio Stoke Breakfast,23,Local Radio Breakfast,10,2018,51,49
19587,1588,"BBC Radio Cornwall ",23,Local Radio Breakfast,7,2021,50,50
20147,1588,"BBC Radio Cornwall ",23,Local Radio Breakfast,8,2021,53,47
10111,1279,Media action social,46,Media Action,1,2020,28,72
18781,1279,Media action social,46,Media Action,6,2021,34,66
18049,1279,Media action social,46,Media Action,5,2021,35,65
17288,1279,Media action social,46,Media Action,4,2021,42,58
16629,1279,Media action social,46,Media Action,3,2021,27,73
16264,1279,Media action social,46,Media Action,2,2021,24,76
15608,1279,Media action social,46,Media Action,1,2021,24,76
15031,1279,Media action social,46,Media Action,12,2020,39,61
14352,1279,Media action social,46,Media Action,11,2020,31,69
13761,1279,Media action social,46,Media Action,10,2020,53,47
13055,1279,Media action social,46,Media Action,9,2020,50,50
12587,1279,Media action social,46,Media Action,8,2020,41,59
12265,1279,Media action social,46,Media Action,7,2020,78,22
11812,1279,Media action social,46,Media Action,6,2020,44,56
11109,1279,Media action social,46,Media Action,5,2020,43,57
10869,1279,Media action social,46,Media Action,4,2020,41,59
10608,1279,Media action social,46,Media Action,3,2020,53,47
10112,1279,Media action social,46,Media Action,2,2020,27,73
19259,1279,Media action social,46,Media Action,7,2021,27,73
20146,1279,Media action social,46,Media Action,8,2021,12,88
10607,1278,Media action blog,46,Media Action,3,2020,20,80
18782,1278,Media action blog,46,Media Action,6,2021,67,33
18048,1278,Media action blog,46,Media Action,5,2021,20,80
17287,1278,Media action blog,46,Media Action,4,2021,67,33
16630,1278,Media action blog,46,Media Action,3,2021,11,89
16174,1278,Media action blog,46,Media Action,2,2021,50,50
15032,1278,Media action blog,46,Media Action,12,2020,100,0
19247,1278,Media action blog,46,Media Action,7,2021,33,67
14351,1278,Media action blog,46,Media Action,11,2020,43,57
13054,1278,Media action blog,46,Media Action,9,2020,0,100
12586,1278,Media action blog,46,Media Action,8,2020,43,57
12266,1278,Media action blog,46,Media Action,7,2020,50,50
11811,1278,Media action blog,46,Media Action,6,2020,33,67
11111,1278,Media action blog,46,Media Action,5,2020,67,33
10867,1278,Media action blog,46,Media Action,4,2020,17,83
13762,1278,Media action blog,46,Media Action,10,2020,50,50
20145,1278,Media action blog,46,Media Action,8,2021,100,0
17567,1484,Political Newsgathering,17,Newsgathering,2,2021,48,52
17566,1484,Political Newsgathering,17,Newsgathering,3,2021,45,55
17821,1484,Political Newsgathering,17,Newsgathering,4,2021,59,41
18106,1484,Political Newsgathering,17,Newsgathering,5,2021,47,53
18724,1484,Political Newsgathering,17,Newsgathering,6,2021,49,51
19228,1484,Political Newsgathering,17,Newsgathering,7,2021,60,40
20144,1484,Political Newsgathering,17,Newsgathering,8,2021,52,48
15184,1461,Tom Ravenscroft,48,Radio 6 Music,12,2020,44,56
15206,1461,Tom Ravenscroft,48,Radio 6 Music,1,2021,43,57
16360,1461,Tom Ravenscroft,48,Radio 6 Music,2,2021,40,60
17128,1461,Tom Ravenscroft,48,Radio 6 Music,3,2021,75,25
17269,1461,Tom Ravenscroft,48,Radio 6 Music,4,2021,75,25
18141,1461,Tom Ravenscroft,48,Radio 6 Music,5,2021,60,40
18582,1461,Tom Ravenscroft,48,Radio 6 Music,6,2021,33,67
19206,1461,Tom Ravenscroft,48,Radio 6 Music,7,2021,50,50
20143,1461,Tom Ravenscroft,48,Radio 6 Music,8,2021,67,33
1464,289,Introducing in Essex,22,BBC Music Introducing,9,2018,82,18
18835,289,Introducing in Essex,22,BBC Music Introducing,6,2021,58,42
18227,289,Introducing in Essex,22,BBC Music Introducing,5,2021,60,40
17470,289,Introducing in Essex,22,BBC Music Introducing,4,2021,57,43
16639,289,Introducing in Essex,22,BBC Music Introducing,3,2021,49,51
16231,289,Introducing in Essex,22,BBC Music Introducing,2,2021,70,30
15592,289,Introducing in Essex,22,BBC Music Introducing,1,2021,69,31
14726,289,Introducing in Essex,22,BBC Music Introducing,12,2020,61,39
14307,289,Introducing in Essex,22,BBC Music Introducing,11,2020,62,38
13817,289,Introducing in Essex,22,BBC Music Introducing,10,2020,62,38
13210,289,Introducing in Essex,22,BBC Music Introducing,9,2020,56,44
12595,289,Introducing in Essex,22,BBC Music Introducing,8,2020,73,27
13211,289,Introducing in Essex,22,BBC Music Introducing,7,2020,58,42
10426,289,Introducing in Essex,22,BBC Music Introducing,3,2020,58,42
8216,289,Introducing in Essex,22,BBC Music Introducing,12,2019,52,48
8138,289,Introducing in Essex,22,BBC Music Introducing,11,2019,52,48
7122,289,Introducing in Essex,22,BBC Music Introducing,10,2019,65,35
6608,289,Introducing in Essex,22,BBC Music Introducing,9,2019,55,45
6383,289,Introducing in Essex,22,BBC Music Introducing,8,2019,63,37
5562,289,Introducing in Essex,22,BBC Music Introducing,6,2019,54,46
5143,289,Introducing in Essex,22,BBC Music Introducing,5,2019,78,22
4594,289,Introducing in Essex,22,BBC Music Introducing,4,2019,69,31
3955,289,Introducing in Essex,22,BBC Music Introducing,3,2019,78,22
2734,289,Introducing in Essex,22,BBC Music Introducing,12,2018,66,34
1927,289,Introducing in Essex,22,BBC Music Introducing,11,2018,53,47
1709,289,Introducing in Essex,22,BBC Music Introducing,10,2018,80,20
19405,289,Introducing in Essex,22,BBC Music Introducing,7,2021,59,41
20142,289,Introducing in Essex,22,BBC Music Introducing,8,2021,65,35
4110,348,The Nine (Scotland News),15,BBC Scotland,3,2019,51,49
18977,348,The Nine (Scotland News),15,BBC Scotland,6,2021,52,48
17953,348,The Nine (Scotland News),15,BBC Scotland,5,2021,56,44
17450,348,The Nine (Scotland News),15,BBC Scotland,4,2021,57,43
16812,348,The Nine (Scotland News),15,BBC Scotland,3,2021,54,46
15884,348,The Nine (Scotland News),15,BBC Scotland,2,2021,58,42
15507,348,The Nine (Scotland News),15,BBC Scotland,1,2021,63,37
14971,348,The Nine (Scotland News),15,BBC Scotland,12,2020,60,40
14216,348,The Nine (Scotland News),15,BBC Scotland,11,2020,56,44
13515,348,The Nine (Scotland News),15,BBC Scotland,10,2020,55,45
12824,348,The Nine (Scotland News),15,BBC Scotland,8,2020,60,40
12054,348,The Nine (Scotland News),15,BBC Scotland,7,2020,63,37
19141,348,The Nine (Scotland News),15,BBC Scotland,7,2021,50,50
11557,348,The Nine (Scotland News),15,BBC Scotland,6,2020,62,38
10517,348,The Nine (Scotland News),15,BBC Scotland,3,2020,64,36
9719,348,The Nine (Scotland News),15,BBC Scotland,2,2020,61,39
9101,348,The Nine (Scotland News),15,BBC Scotland,1,2020,60,40
8332,348,The Nine (Scotland News),15,BBC Scotland,12,2019,57,43
8065,348,The Nine (Scotland News),15,BBC Scotland,11,2019,58,42
7436,348,The Nine (Scotland News),15,BBC Scotland,10,2019,62,38
6674,348,The Nine (Scotland News),15,BBC Scotland,9,2019,60,40
6291,348,The Nine (Scotland News),15,BBC Scotland,8,2019,63,37
5352,348,The Nine (Scotland News),15,BBC Scotland,6,2019,57,43
4843,348,The Nine (Scotland News),15,BBC Scotland,5,2019,59,41
4562,348,The Nine (Scotland News),15,BBC Scotland,4,2019,55,45
10758,348,The Nine (Scotland News),15,BBC Scotland,4,2020,61,39
20141,348,The Nine (Scotland News),15,BBC Scotland,8,2021,57,43
16803,1529,Dr Rangan Chatterjee,21,Radio 2,3,2021,37,63
17666,1529,Dr Rangan Chatterjee,21,Radio 2,4,2021,33,67
18065,1529,Dr Rangan Chatterjee,21,Radio 2,5,2021,50,50
18483,1529,Dr Rangan Chatterjee,21,Radio 2,6,2021,67,33
19382,1529,Dr Rangan Chatterjee,21,Radio 2,7,2021,50,50
20140,1529,Dr Rangan Chatterjee,21,Radio 2,8,2021,31,69
1577,316,BBC Radio Guernsey Breakfast,23,Local Radio Breakfast,10,2018,73,27
17654,316,BBC Radio Guernsey Breakfast,23,Local Radio Breakfast,4,2021,55,45
16584,316,BBC Radio Guernsey Breakfast,23,Local Radio Breakfast,3,2021,52,48
16234,316,BBC Radio Guernsey Breakfast,23,Local Radio Breakfast,2,2021,52,48
15733,316,BBC Radio Guernsey Breakfast,23,Local Radio Breakfast,1,2021,56,44
15033,316,BBC Radio Guernsey Breakfast,23,Local Radio Breakfast,12,2020,55,45
14333,316,BBC Radio Guernsey Breakfast,23,Local Radio Breakfast,11,2020,56,44
9933,316,BBC Radio Guernsey Breakfast,23,Local Radio Breakfast,2,2020,66,34
9259,316,BBC Radio Guernsey Breakfast,23,Local Radio Breakfast,1,2020,54,46
8655,316,BBC Radio Guernsey Breakfast,23,Local Radio Breakfast,12,2019,54,46
17908,316,BBC Radio Guernsey Breakfast,23,Local Radio Breakfast,5,2021,55,45
8009,316,BBC Radio Guernsey Breakfast,23,Local Radio Breakfast,11,2019,54,46
6890,316,BBC Radio Guernsey Breakfast,23,Local Radio Breakfast,9,2019,54,46
5830,316,BBC Radio Guernsey Breakfast,23,Local Radio Breakfast,7,2019,55,45
4986,316,BBC Radio Guernsey Breakfast,23,Local Radio Breakfast,5,2019,54,46
4607,316,BBC Radio Guernsey Breakfast,23,Local Radio Breakfast,4,2019,58,42
3735,316,BBC Radio Guernsey Breakfast,23,Local Radio Breakfast,3,2019,63,37
3489,316,BBC Radio Guernsey Breakfast,23,Local Radio Breakfast,2,2019,53,47
3152,316,BBC Radio Guernsey Breakfast,23,Local Radio Breakfast,1,2019,64,36
2548,316,BBC Radio Guernsey Breakfast,23,Local Radio Breakfast,12,2018,59,41
2191,316,BBC Radio Guernsey Breakfast,23,Local Radio Breakfast,11,2018,69,31
7379,316,BBC Radio Guernsey Breakfast,23,Local Radio Breakfast,10,2019,53,47
20139,316,BBC Radio Guernsey Breakfast,23,Local Radio Breakfast,8,2021,51,49
2986,65,BBC Telugu TV,10,World Service Asia,1,2019,54,46
14248,65,BBC Telugu TV,10,World Service Asia,11,2020,49,51
14668,65,BBC Telugu TV,10,World Service Asia,12,2020,50,50
15333,65,BBC Telugu TV,10,World Service Asia,1,2021,55,45
16024,65,BBC Telugu TV,10,World Service Asia,2,2021,47,53
16847,65,BBC Telugu TV,10,World Service Asia,3,2021,46,54
18536,65,BBC Telugu TV,10,World Service Asia,6,2021,47,53
19376,65,BBC Telugu TV,10,World Service Asia,7,2021,48,52
20138,65,BBC Telugu TV,10,World Service Asia,8,2021,45,55
2353,65,BBC Telugu TV,10,World Service Asia,12,2018,55,45
2251,65,BBC Telugu TV,10,World Service Asia,11,2018,57,43
1717,65,BBC Telugu TV,10,World Service Asia,10,2018,62,38
1334,65,BBC Telugu TV,10,World Service Asia,9,2018,61,39
1131,65,BBC Telugu TV,10,World Service Asia,8,2018,52,48
816,65,BBC Telugu TV,10,World Service Asia,7,2018,51,49
570,65,BBC Telugu TV,10,World Service Asia,6,2018,51,49
323,65,BBC Telugu TV,10,World Service Asia,5,2018,56,44
54,65,BBC Telugu TV,10,World Service Asia,4,2018,60,40
13697,65,BBC Telugu TV,10,World Service Asia,10,2020,44,56
226,65,BBC Telugu TV,10,World Service Asia,3,2018,55,45
13199,65,BBC Telugu TV,10,World Service Asia,9,2020,50,50
11949,65,BBC Telugu TV,10,World Service Asia,7,2020,44,56
3650,65,BBC Telugu TV,10,World Service Asia,2,2019,54,46
3881,65,BBC Telugu TV,10,World Service Asia,3,2019,53,47
4398,65,BBC Telugu TV,10,World Service Asia,4,2019,47,53
5165,65,BBC Telugu TV,10,World Service Asia,5,2019,52,48
5292,65,BBC Telugu TV,10,World Service Asia,6,2019,57,43
6095,65,BBC Telugu TV,10,World Service Asia,7,2019,55,45
6307,65,BBC Telugu TV,10,World Service Asia,8,2019,59,41
7014,65,BBC Telugu TV,10,World Service Asia,9,2019,50,50
7516,65,BBC Telugu TV,10,World Service Asia,10,2019,65,35
8151,65,BBC Telugu TV,10,World Service Asia,11,2019,55,45
8302,65,BBC Telugu TV,10,World Service Asia,12,2019,54,46
9122,65,BBC Telugu TV,10,World Service Asia,1,2020,59,41
9643,65,BBC Telugu TV,10,World Service Asia,2,2020,55,45
10577,65,BBC Telugu TV,10,World Service Asia,3,2020,50,50
10911,65,BBC Telugu TV,10,World Service Asia,4,2020,54,46
11030,65,BBC Telugu TV,10,World Service Asia,5,2020,47,53
11476,65,BBC Telugu TV,10,World Service Asia,6,2020,48,52
12425,65,BBC Telugu TV,10,World Service Asia,8,2020,49,51
143,65,BBC Telugu TV,10,World Service Asia,2,2018,61,39
3891,891,Learning English Instagram (English),31,World Service Central Services,3,2019,59,41
18925,891,Learning English Instagram (English),31,World Service Central Services,6,2021,43,57
17864,891,Learning English Instagram (English),31,World Service Central Services,5,2021,45,55
17275,891,Learning English Instagram (English),31,World Service Central Services,4,2021,49,51
17183,891,Learning English Instagram (English),31,World Service Central Services,3,2021,53,47
16300,891,Learning English Instagram (English),31,World Service Central Services,2,2021,53,47
15284,891,Learning English Instagram (English),31,World Service Central Services,1,2021,52,48
14719,891,Learning English Instagram (English),31,World Service Central Services,12,2020,59,41
14095,891,Learning English Instagram (English),31,World Service Central Services,11,2020,52,48
13458,891,Learning English Instagram (English),31,World Service Central Services,10,2020,58,42
13262,891,Learning English Instagram (English),31,World Service Central Services,9,2020,49,51
12570,891,Learning English Instagram (English),31,World Service Central Services,8,2020,52,48
12283,891,Learning English Instagram (English),31,World Service Central Services,7,2020,58,42
19187,891,Learning English Instagram (English),31,World Service Central Services,7,2021,54,46
11722,891,Learning English Instagram (English),31,World Service Central Services,6,2020,68,32
10468,891,Learning English Instagram (English),31,World Service Central Services,3,2020,43,57
9657,891,Learning English Instagram (English),31,World Service Central Services,2,2020,54,46
9320,891,Learning English Instagram (English),31,World Service Central Services,1,2020,44,56
8410,891,Learning English Instagram (English),31,World Service Central Services,12,2019,42,58
7850,891,Learning English Instagram (English),31,World Service Central Services,11,2019,48,52
7225,891,Learning English Instagram (English),31,World Service Central Services,10,2019,51,49
6717,891,Learning English Instagram (English),31,World Service Central Services,9,2019,35,65
6207,891,Learning English Instagram (English),31,World Service Central Services,8,2019,55,45
5656,891,Learning English Instagram (English),31,World Service Central Services,7,2019,56,44
5544,891,Learning English Instagram (English),31,World Service Central Services,6,2019,58,42
4760,891,Learning English Instagram (English),31,World Service Central Services,5,2019,48,52
4246,891,Learning English Instagram (English),31,World Service Central Services,4,2019,64,36
10922,891,Learning English Instagram (English),31,World Service Central Services,4,2020,56,44
20136,891,Learning English Instagram (English),31,World Service Central Services,8,2021,46,54
3885,892,Learning English Facebook (English),31,World Service Central Services,3,2019,58,42
18926,892,Learning English Facebook (English),31,World Service Central Services,6,2021,47,53
17865,892,Learning English Facebook (English),31,World Service Central Services,5,2021,48,52
17273,892,Learning English Facebook (English),31,World Service Central Services,4,2021,51,49
17184,892,Learning English Facebook (English),31,World Service Central Services,3,2021,52,48
16239,892,Learning English Facebook (English),31,World Service Central Services,2,2021,44,56
15283,892,Learning English Facebook (English),31,World Service Central Services,1,2021,51,49
14718,892,Learning English Facebook (English),31,World Service Central Services,12,2020,49,51
14098,892,Learning English Facebook (English),31,World Service Central Services,11,2020,47,53
13459,892,Learning English Facebook (English),31,World Service Central Services,10,2020,49,51
13263,892,Learning English Facebook (English),31,World Service Central Services,9,2020,51,49
12569,892,Learning English Facebook (English),31,World Service Central Services,8,2020,52,48
12286,892,Learning English Facebook (English),31,World Service Central Services,7,2020,52,48
19313,892,Learning English Facebook (English),31,World Service Central Services,7,2021,47,53
11723,892,Learning English Facebook (English),31,World Service Central Services,6,2020,52,48
10473,892,Learning English Facebook (English),31,World Service Central Services,3,2020,43,57
9656,892,Learning English Facebook (English),31,World Service Central Services,2,2020,49,51
9321,892,Learning English Facebook (English),31,World Service Central Services,1,2020,48,52
8411,892,Learning English Facebook (English),31,World Service Central Services,12,2019,59,41
7849,892,Learning English Facebook (English),31,World Service Central Services,11,2019,54,46
7226,892,Learning English Facebook (English),31,World Service Central Services,10,2019,55,45
6718,892,Learning English Facebook (English),31,World Service Central Services,9,2019,55,45
6208,892,Learning English Facebook (English),31,World Service Central Services,8,2019,55,45
5655,892,Learning English Facebook (English),31,World Service Central Services,7,2019,51,49
5553,892,Learning English Facebook (English),31,World Service Central Services,6,2019,54,46
4766,892,Learning English Facebook (English),31,World Service Central Services,5,2019,60,40
4245,892,Learning English Facebook (English),31,World Service Central Services,4,2019,51,49
10926,892,Learning English Facebook (English),31,World Service Central Services,4,2020,53,47
20135,892,Learning English Facebook (English),31,World Service Central Services,8,2021,44,56
3878,886,English in a Minute,31,World Service Central Services,3,2019,80,20
17402,886,English in a Minute,31,World Service Central Services,4,2021,50,50
17080,886,English in a Minute,31,World Service Central Services,3,2021,58,42
16301,886,English in a Minute,31,World Service Central Services,2,2021,50,50
15647,886,English in a Minute,31,World Service Central Services,1,2021,50,50
14862,886,English in a Minute,31,World Service Central Services,12,2020,50,50
14086,886,English in a Minute,31,World Service Central Services,11,2020,33,67
13464,886,English in a Minute,31,World Service Central Services,10,2020,40,60
13274,886,English in a Minute,31,World Service Central Services,9,2020,50,50
12492,886,English in a Minute,31,World Service Central Services,8,2020,25,75
12290,886,English in a Minute,31,World Service Central Services,7,2020,60,40
11715,886,English in a Minute,31,World Service Central Services,6,2020,50,50
11318,886,English in a Minute,31,World Service Central Services,5,2020,40,60
10925,886,English in a Minute,31,World Service Central Services,4,2020,50,50
10475,886,English in a Minute,31,World Service Central Services,3,2020,50,50
9649,886,English in a Minute,31,World Service Central Services,2,2020,50,50
9312,886,English in a Minute,31,World Service Central Services,1,2020,60,40
8403,886,English in a Minute,31,World Service Central Services,12,2019,50,50
7813,886,English in a Minute,31,World Service Central Services,11,2019,50,50
7227,886,English in a Minute,31,World Service Central Services,10,2019,50,50
6711,886,English in a Minute,31,World Service Central Services,9,2019,50,50
6335,886,English in a Minute,31,World Service Central Services,8,2019,40,60
5646,886,English in a Minute,31,World Service Central Services,7,2019,50,50
5535,886,English in a Minute,31,World Service Central Services,6,2019,50,50
4756,886,English in a Minute,31,World Service Central Services,5,2019,80,20
4249,886,English in a Minute,31,World Service Central Services,4,2019,75,25
18103,886,English in a Minute,31,World Service Central Services,5,2021,50,50
20134,886,English in a Minute,31,World Service Central Services,8,2021,50,50
3884,912,All English Homepage,31,World Service Central Services,3,2019,50,50
18810,912,All English Homepage,31,World Service Central Services,6,2021,23,77
18100,912,All English Homepage,31,World Service Central Services,5,2021,32,68
17397,912,All English Homepage,31,World Service Central Services,4,2021,33,67
17079,912,All English Homepage,31,World Service Central Services,3,2021,47,53
16304,912,All English Homepage,31,World Service Central Services,2,2021,41,59
15644,912,All English Homepage,31,World Service Central Services,1,2021,34,66
14866,912,All English Homepage,31,World Service Central Services,12,2020,40,60
14091,912,All English Homepage,31,World Service Central Services,11,2020,40,60
13460,912,All English Homepage,31,World Service Central Services,10,2020,48,52
13264,912,All English Homepage,31,World Service Central Services,9,2020,39,61
12547,912,All English Homepage,31,World Service Central Services,8,2020,52,48
12289,912,All English Homepage,31,World Service Central Services,7,2020,42,58
11719,912,All English Homepage,31,World Service Central Services,6,2020,52,48
11323,912,All English Homepage,31,World Service Central Services,5,2020,54,46
10924,912,All English Homepage,31,World Service Central Services,4,2020,37,63
10493,912,All English Homepage,31,World Service Central Services,3,2020,47,53
9652,912,All English Homepage,31,World Service Central Services,2,2020,41,59
9318,912,All English Homepage,31,World Service Central Services,1,2020,46,54
8408,912,All English Homepage,31,World Service Central Services,12,2019,45,55
7823,912,All English Homepage,31,World Service Central Services,11,2019,47,53
7223,912,All English Homepage,31,World Service Central Services,10,2019,42,58
6710,912,All English Homepage,31,World Service Central Services,9,2019,49,51
6336,912,All English Homepage,31,World Service Central Services,8,2019,48,52
5653,912,All English Homepage,31,World Service Central Services,7,2019,46,54
5541,912,All English Homepage,31,World Service Central Services,6,2019,47,53
4761,912,All English Homepage,31,World Service Central Services,5,2019,48,52
4243,912,All English Homepage,31,World Service Central Services,4,2019,50,50
19556,912,All English Homepage,31,World Service Central Services,7,2021,35,65
20133,912,All English Homepage,31,World Service Central Services,8,2021,35,65
3888,888,News Review,31,World Service Central Services,3,2019,73,27
18809,888,News Review,31,World Service Central Services,6,2021,50,50
18104,888,News Review,31,World Service Central Services,5,2021,44,56
17398,888,News Review,31,World Service Central Services,4,2021,47,53
17094,888,News Review,31,World Service Central Services,3,2021,67,33
16302,888,News Review,31,World Service Central Services,2,2021,55,45
15645,888,News Review,31,World Service Central Services,1,2021,75,25
14864,888,News Review,31,World Service Central Services,12,2020,62,38
14087,888,News Review,31,World Service Central Services,11,2020,67,33
13463,888,News Review,31,World Service Central Services,10,2020,33,67
13275,888,News Review,31,World Service Central Services,9,2020,40,60
12499,888,News Review,31,World Service Central Services,8,2020,50,50
12291,888,News Review,31,World Service Central Services,7,2020,47,53
11717,888,News Review,31,World Service Central Services,6,2020,50,50
11321,888,News Review,31,World Service Central Services,5,2020,47,53
10921,888,News Review,31,World Service Central Services,4,2020,50,50
10563,888,News Review,31,World Service Central Services,3,2020,42,58
9655,888,News Review,31,World Service Central Services,2,2020,50,50
9315,888,News Review,31,World Service Central Services,1,2020,37,63
8405,888,News Review,31,World Service Central Services,12,2019,33,67
7820,888,News Review,31,World Service Central Services,11,2019,47,53
7220,888,News Review,31,World Service Central Services,10,2019,50,50
6713,888,News Review,31,World Service Central Services,9,2019,50,50
6204,888,News Review,31,World Service Central Services,8,2019,67,33
5648,888,News Review,31,World Service Central Services,7,2019,50,50
5538,888,News Review,31,World Service Central Services,6,2019,58,42
4767,888,News Review,31,World Service Central Services,5,2019,53,47
4248,888,News Review,31,World Service Central Services,4,2019,67,33
19555,888,News Review,31,World Service Central Services,7,2021,67,33
20132,888,News Review,31,World Service Central Services,8,2021,58,42
3935,877,BBC Radio Norfolk Afternoons with Stephen Bumfrey,39,Local Radio,3,2019,52,48
18697,877,BBC Radio Norfolk Afternoons with Stephen Bumfrey,39,Local Radio,6,2021,54,46
18015,877,BBC Radio Norfolk Afternoons with Stephen Bumfrey,39,Local Radio,5,2021,49,51
17442,877,BBC Radio Norfolk Afternoons with Stephen Bumfrey,39,Local Radio,4,2021,45,55
10095,877,BBC Radio Norfolk Afternoons with Stephen Bumfrey,39,Local Radio,2,2020,44,56
10094,877,BBC Radio Norfolk Afternoons with Stephen Bumfrey,39,Local Radio,1,2020,45,55
8571,877,BBC Radio Norfolk Afternoons with Stephen Bumfrey,39,Local Radio,12,2019,50,50
19549,877,BBC Radio Norfolk Afternoons with Stephen Bumfrey,39,Local Radio,7,2021,52,48
7995,877,BBC Radio Norfolk Afternoons with Stephen Bumfrey,39,Local Radio,11,2019,48,52
7034,877,BBC Radio Norfolk Afternoons with Stephen Bumfrey,39,Local Radio,9,2019,51,49
6529,877,BBC Radio Norfolk Afternoons with Stephen Bumfrey,39,Local Radio,8,2019,59,41
6065,877,BBC Radio Norfolk Afternoons with Stephen Bumfrey,39,Local Radio,7,2019,55,45
5421,877,BBC Radio Norfolk Afternoons with Stephen Bumfrey,39,Local Radio,6,2019,46,54
5107,877,BBC Radio Norfolk Afternoons with Stephen Bumfrey,39,Local Radio,5,2019,56,44
4561,877,BBC Radio Norfolk Afternoons with Stephen Bumfrey,39,Local Radio,4,2019,46,54
7533,877,BBC Radio Norfolk Afternoons with Stephen Bumfrey,39,Local Radio,10,2019,45,55
20131,877,BBC Radio Norfolk Afternoons with Stephen Bumfrey,39,Local Radio,8,2021,58,42
3882,889,6 Minute English,31,World Service Central Services,3,2019,62,38
18805,889,6 Minute English,31,World Service Central Services,6,2021,44,56
18101,889,6 Minute English,31,World Service Central Services,5,2021,56,44
17400,889,6 Minute English,31,World Service Central Services,4,2021,62,38
17086,889,6 Minute English,31,World Service Central Services,3,2021,47,53
16303,889,6 Minute English,31,World Service Central Services,2,2021,38,62
15642,889,6 Minute English,31,World Service Central Services,1,2021,56,44
14865,889,6 Minute English,31,World Service Central Services,12,2020,41,59
14090,889,6 Minute English,31,World Service Central Services,11,2020,29,71
13462,889,6 Minute English,31,World Service Central Services,10,2020,52,48
13277,889,6 Minute English,31,World Service Central Services,9,2020,33,67
12502,889,6 Minute English,31,World Service Central Services,8,2020,75,25
12287,889,6 Minute English,31,World Service Central Services,7,2020,56,44
11718,889,6 Minute English,31,World Service Central Services,6,2020,33,67
11322,889,6 Minute English,31,World Service Central Services,5,2020,50,50
10927,889,6 Minute English,31,World Service Central Services,4,2020,45,55
10561,889,6 Minute English,31,World Service Central Services,3,2020,60,40
9651,889,6 Minute English,31,World Service Central Services,2,2020,33,67
9317,889,6 Minute English,31,World Service Central Services,1,2020,50,50
8407,889,6 Minute English,31,World Service Central Services,12,2019,41,59
7821,889,6 Minute English,31,World Service Central Services,11,2019,50,50
7222,889,6 Minute English,31,World Service Central Services,10,2019,62,38
6715,889,6 Minute English,31,World Service Central Services,9,2019,43,57
6205,889,6 Minute English,31,World Service Central Services,8,2019,41,59
5652,889,6 Minute English,31,World Service Central Services,7,2019,29,71
5539,889,6 Minute English,31,World Service Central Services,6,2019,50,50
4757,889,6 Minute English,31,World Service Central Services,5,2019,80,20
4247,889,6 Minute English,31,World Service Central Services,4,2019,75,25
19557,889,6 Minute English,31,World Service Central Services,7,2021,55,45
20130,889,6 Minute English,31,World Service Central Services,8,2021,56,44
5032,982,Business Online,14,Digital,5,2019,58,42
